Unnamed: 0,Title,Rating,Votes,Duration,Genre
0,1. Every Christopher Nolan Movie Ranked,8.7, (18),59m,News
1,3. The Fall of 2008,8.4, (8),1h 1m,News
2,4. The Truth: The Journey Within,7.2, (8),1h 31m,News
3,5. The Turning Point: XCLD: The Story of Cancel Culture,5.4, (37),44m,News
